filepath,language,speaker_id,duration,split
hindi_stitched_0000_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0000_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0000_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0000_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0000_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0000_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0001_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0001_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0001_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0001_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0001_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0001_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0002_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0002_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0002_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0002_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0002_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0002_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0003_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0003_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0003_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0003_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0003_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0003_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0004_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0004_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0004_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0004_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0004_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0004_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0005_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0005_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0005_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0005_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0005_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0005_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0006_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0006_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0006_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0006_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0006_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0006_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0007_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0007_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0007_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0007_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0007_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0007_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0008_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0008_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0008_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0008_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0008_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0008_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0009_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0009_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0009_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0009_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0009_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0009_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0010_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0010_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0010_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0010_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0010_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0010_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0011_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0011_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0011_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0011_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0011_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0011_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0012_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0012_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0012_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0012_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0012_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0012_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0013_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0013_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0013_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0013_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0013_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0013_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0014_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0014_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0014_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0014_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0014_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0014_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0015_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0015_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0015_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0015_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0015_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0015_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0016_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0016_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0016_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0016_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0016_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0016_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0017_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0017_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0017_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0017_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0017_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0017_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0018_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0018_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0018_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0018_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0018_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0018_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0019_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0019_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0019_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0019_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0019_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0019_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0020_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0020_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0020_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0020_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0020_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0020_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0021_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0021_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0021_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0021_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0021_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0021_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0022_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0022_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0022_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0022_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0022_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0022_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0023_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0023_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0023_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0023_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0023_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0023_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0024_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0024_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0024_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0024_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0024_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0024_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0025_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0025_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0025_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0025_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0025_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0025_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0026_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0026_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0026_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0026_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0026_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0026_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0027_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0027_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0027_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0027_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0027_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0027_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0028_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0028_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0028_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0028_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0028_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0028_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0029_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0029_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0029_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0029_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0029_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0029_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0030_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0030_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0030_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0030_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0030_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0030_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0031_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0031_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0031_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0031_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0031_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0031_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0032_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0032_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0032_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0032_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0032_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0032_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0033_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0033_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0033_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0033_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0033_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0033_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0034_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0034_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0034_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0034_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0034_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0034_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0035_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0035_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0035_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0035_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0035_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0035_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0036_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0036_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0036_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0036_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0036_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0036_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0037_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0037_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0037_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0037_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0037_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0037_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0038_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0038_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0038_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0038_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0038_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0038_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0039_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0039_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0039_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0039_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0039_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0039_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0040_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0040_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0040_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0040_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0040_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0040_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0041_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0041_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0041_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0041_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0041_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0041_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0042_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0042_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0042_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0042_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0042_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0042_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0043_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0043_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0043_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0043_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0043_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0043_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0044_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0044_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0044_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0044_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0044_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0044_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0045_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0045_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0045_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0045_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0045_part5.wav,hindi,stitched_hindi_part5,5.0,train
hindi_stitched_0045_part6.wav,hindi,stitched_hindi_part6,5.0,train
hindi_stitched_0046_part1.wav,hindi,stitched_hindi_part1,5.0,train
hindi_stitched_0046_part2.wav,hindi,stitched_hindi_part2,5.0,train
hindi_stitched_0046_part3.wav,hindi,stitched_hindi_part3,5.0,train
hindi_stitched_0046_part4.wav,hindi,stitched_hindi_part4,5.0,train
hindi_stitched_0046_part5.wav,hindi,stitched_hindi_part5,5.0,train
